Path,File,Function,Complexity
Data/61.py,61.py,correct_bracketing,7
Data/64.py,64.py,vowels_count,7
Data/69.py,69.py,search,7
Data/117.py,117.py,select_words,8
Data/150.py,150.py,x_or_y,8
Data/31.py,31.py,is_prime,8
Data/82.py,82.py,prime_length,8
Data/94.py,94.py,skjkasdkd,8
Data/140.py,140.py,fix_spaces,10
Data/147.py,147.py,get_max_triples,10
Data/40.py,40.py,triples_sum_to_zero,10
Data/119.py,119.py,match_parens,12
Data/124.py,124.py,valid_date,13
Data/75.py,75.py,is_multiply_prime,13
Data/81.py,81.py,numerical_letter_grade,13
Data/76.py,76.py,is_simple_power,16
Data/129.py,129.py,minPath,25
